COUNTRY,INDICATOR,FREQUENCY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Mongolia,"Current account balance (credit less debit), Percent of GDP",Annual,-6.145,-4.866,-7.53,-6.184,3.163,3.468,10.901,4.056,-12.284,-7.456,-12.324,-43.345,-43.825,-37.608,-15.821,-8.162,-6.273,-10.064,-16.709,-15.216,-5.067,-13.793,-13.434,0.597,-10.445,-14.353,-13.042
Mongolia,"Gross capital formation, Percent of GDP",Annual,22.407,26.186,20.104,27.659,28.766,37.529,35.885,38.705,43.566,34.371,42.087,58.151,55.899,53.276,35.175,24.514,22.629,27.406,39.378,35.592,22.384,36.719,42.332,33.9,35.545,33.457,31.697
"Lithuania, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-5.847,-4.679,-5.138,-6.8,-7.593,-7.387,-10.642,-15.329,-13.234,2.031,0.22,-3.703,-1.579,1.693,3.596,-2.506,-1.008,1.027,0.356,3.756,7.208,1.449,-6.099,1.099,2.473,2.082,2.149
"Croatia, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,4.605,4.26,2.534,2.399,2.144,2.995,3.288,2.659,5.803,2.225,1.083,2.21,3.353,2.326,0.22,-0.256,-0.63,1.302,1.557,0.791,-0.03,2.724,10.67,8.393,4.017,4.407,2.832
Mongolia,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,68.755,13.577,11.398,9.604,15.61,-2.887,7.327,24.097,30.642,-18.149,31.294,86.996,10.355,-2.667,-14.548,-10.918,11.646,11.91,30.715,6.492,-13.527,3.188,12.424,17.95,21.246,2.017,4.864
"Lithuania, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,4.976,17.576,18.582,8.856,15.211,16.831,14.295,10.641,10.707,-28.586,16.768,14.239,5.138,5.874,-1.841,9.534,3.973,11.249,5.97,6.093,-4.448,19.256,12.709,-5.338,2.388,3.487,2.703
Mongolia,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-10.926,43.329,2.536,36.692,10.625,24.331,-9.555,-2.991,13.233,-3.518,17.824,-12.268,9.99,11.083,31.082,3.201,33.7,0.793,-1.232,6.292,-15.053,-21.948,23.734,53.511,12.646,10.626,6.307
Mongolia,"Gross domestic product (GDP), Constant prices, Percent change",Annual,1.146,4.639,5.267,7.357,9.425,6.507,8.163,8.757,7.819,-2.069,7.313,17.291,12.32,11.649,7.885,2.41,1.49,5.637,7.745,5.602,-4.558,1.637,5.033,7.422,5.122,5.497,5.501
Hungary,"All Items, Consumer price index (CPI), Period average, percent change",Annual,9.788,9.151,5.261,4.665,6.75,3.562,3.904,7.952,6.056,4.198,4.872,3.929,5.661,1.713,-0.229,-0.066,0.397,2.354,2.839,3.373,3.305,5.105,14.62,17.14,3.707,4.456,3.466
"Lithuania, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,3.361,6.635,6.531,10.532,6.318,8.185,7.301,11.1,2.18,-14.503,0.274,6.343,4.376,4.079,3.769,2.845,2.614,4.705,4.832,4.723,0.048,6.361,2.516,0.428,2.726,2.733,2.933
"Lithuania, Republic of","Structural balance, General government, Percent",Annual,,,,,,-0.622,-1.203,-4.575,-7.068,-5.914,-4.064,-4.979,-2.835,-2.729,-1.914,-0.816,0.22,0.373,0.31,0.251,-5.306,-1.547,-1.514,-0.33,-1.118,-2.668,-3.977
Mongolia,"Gross national savings, Percent of GDP",Annual,16.843,13.26,11.478,20.2,28.904,40.996,46.786,42.761,31.282,26.915,29.763,14.805,12.074,15.668,19.355,16.351,16.357,17.342,22.669,20.376,17.316,22.926,28.898,34.497,25.1,19.104,18.654
Mongolia,"All Items, Consumer price index (CPI), Period average, percent change",Annual,11.315,6.374,0.93,5.169,8.273,12.584,4.351,9.632,28.001,7.602,8.31,8.775,13.848,10.61,12.933,6.78,0.781,4.285,6.771,7.329,3.739,7.367,15.142,10.355,6.208,8.267,8.1
"Lithuania, Republic of","Gross national savings, Percent of GDP",Annual,13.239,14.512,15.546,15.106,15.058,16.999,16.171,16.971,15.021,15.018,18.155,18.538,18.923,21.877,23.838,19.769,19.958,21.542,22.691,23.272,23.873,23.362,22.042,23.108,22.835,23.54,23.974
Romania,"Structural balance, General government, Percent",Annual,,,,,-3.556,-0.983,-2.933,-5.824,-9.582,-8.6,-4.826,-3.142,-1.678,-0.564,-0.375,0.256,-1.114,-3.266,-4.111,-5.728,-5.557,-8.156,-6.404,-6.426,-9.028,-7.781,-5.567
"Kosovo, Republic of","Gross national savings, Percent of GDP",Annual,,,,,,,,,,22.268,20.325,22.637,25.791,26.468,20.625,21.67,25.548,29.21,28.668,28.897,26.433,27.22,24.923,26.41,25.127,24.496,24.318
"Poland, Republic of","Gross national savings, Percent of GDP",Annual,18.715,17.559,18.352,18.742,14.534,16.802,17.304,18.729,18.004,16.783,15.707,17.222,16.712,17.155,17.857,19.478,19.015,18.714,19.48,20.432,21.257,20.513,19.772,19.442,17.619,17.353,17.901
"Poland, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,10.1,5.5,1.9,0.735,3.538,2.21,1.197,2.472,4.342,3.785,2.59,4.226,3.727,1.117,0.105,-0.924,-0.677,1.969,1.767,2.267,3.434,5.129,14.21,11.473,3.723,3.803,2.776
"Kosovo, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,,4.553,-0.441,2.555,0.605,4.51,3.594,8.348,1.815,5.035,4.941,6.32,1.712,5.34,3.349,5.916,5.572,4.825,3.406,4.757,-5.341,10.746,4.278,4.069,4.572,3.95,3.95
Bosnia and Herzegovina,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.981,3.959,-5.39,12.078,19.766,15.898,22.231,-13.275,1.354,-2.874,13.388,4.811,-0.252,8.003,4.024,9.895,9.455,12.23,6.685,0.646,-14.686,24.14,12.747,-1.247,-3.07,2.602,3.59
Romania,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,23.18,14.26,17.351,8.341,14.144,9.203,12.105,17.09,13.159,-6.553,12.875,11.612,1.138,22.172,8.54,4.46,16.172,7.726,5.262,5.405,-9.497,12.637,9.528,-0.724,-3.182,2.806,1.442
"Kosovo, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,,11.662,2.694,1.152,-1.065,-1.385,0.637,4.338,9.343,-2.419,3.501,7.324,2.492,1.762,0.425,-0.539,0.3,1.479,1.056,2.666,0.197,3.348,11.584,4.938,1.621,3.545,2.733
"Poland, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,4.26,1.205,1.443,3.523,5.091,3.261,6.202,6.76,4.384,2.615,3.169,5.255,1.512,0.684,3.92,4.432,3.031,5.152,6.246,4.581,-2.036,6.927,5.255,0.25,2.923,3.243,3.136
"North Macedonia, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-1.791,-6.694,-8.927,-3.881,-7.914,-2.436,-0.428,-6.925,-12.792,-6.776,-2.029,-2.509,-3.164,-1.646,-0.356,-1.752,-2.615,-0.78,0.208,-2.972,-2.93,-2.78,-6.051,0.381,-2.306,-3.563,-3.078
"Poland, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,23.21,3.118,4.824,14.08,4.716,10.059,15.265,10.177,6.993,-6.036,12.59,7.745,3.92,5.061,5.498,6.609,8.959,9.092,6.757,5.337,-1.076,12.303,7.406,3.717,1.971,1.849,1.86
"Slovenia, Republic of","Gross debt, General government, Percent of GDP",Annual,26.085,26.324,27.682,27.028,27.1,26.589,26.208,22.943,21.894,34.941,38.607,46.815,54.074,70.836,81.133,83.418,79.43,74.89,71.007,66.02,80.17,74.818,72.773,68.289,66.592,66.563,66.407
"Slovenia, Republic of","Gross capital formation, Percent of GDP",Annual,29.057,26.886,25.701,26.838,29.047,28.699,30.574,33.298,33.145,23.746,22.56,21.869,18.861,19.784,19.745,19.469,18.848,20.25,21.561,20.835,20.19,21.798,24.572,22.51,21.534,22.392,22.352
Bosnia and Herzegovina,Unemployment rate,Annual,31.1,31.1,31.1,31.1,31.1,31.1,31.1,29,23.4,24.1,27.2,27.6,28,27.5,27.5,27.7,25.4,20.5,18.4,15.7,15.9,17.355,15.386,13.2,12.6,12.6,12.6
"North Macedonia, Republic of","Gross national savings, Percent of GDP",Annual,19.371,10.991,10.608,14.059,13.143,17.412,20.981,16.802,15.201,18.987,22.443,24.405,25.763,27.162,29.939,28.652,29.895,31.493,32.537,31.288,26.987,29.441,29.966,30.016,26.117,26.42,27.733
"Slovenia, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,3.498,2.829,3.283,3.195,4.546,3.854,5.909,7.139,3.372,-7.59,1.112,0.655,-2.916,-0.824,2.763,2.393,3.035,5.174,4.379,3.505,-4.085,8.417,2.668,2.376,1.731,1.1,2.3
"Slovenia, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-2.784,0.04,0.885,-0.817,-2.712,-1.813,-1.846,-4.154,-5.345,-1.032,-0.697,-0.772,1.41,3.527,5.327,4.116,5.284,6.793,6.51,6.448,7.325,3.474,-0.931,4.751,4.542,2.868,2.878
"North Macedonia, Republic of",Unemployment rate,Annual,31.727,30.515,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31,29,28.025,26.05,23.75,22.275,20.6,17.15,16.15,15.425,14.375,13.05,13.01,12.841,12.7
"Slovenia, Republic of","Gross national savings, Percent of GDP",Annual,24.915,25.558,25.702,25.345,25.816,26.414,28.546,28.902,27.542,22.347,21.428,20.838,19.76,22.228,24.999,23.561,23.983,27,28.112,27.327,27.94,25.548,23.311,26.622,26.098,25.438,25.405
Bosnia and Herzegovina,"All Items, Consumer price index (CPI), Period average, percent change",Annual,4.973,3.212,0.313,0.547,0.282,3.582,6.125,1.501,7.427,-0.381,2.124,3.989,2.053,-0.093,-0.897,-1.023,-1.584,0.81,1.417,0.559,-1.052,1.998,14.012,6.098,1.693,3.995,2.561
Bosnia and Herzegovina,"Current account balance (credit less debit), Percent of GDP",Annual,-7.107,-12.806,-17.696,-19.191,-16.119,-16.419,-7.751,-9.177,-13.776,-6.405,-5.99,-9.468,-8.621,-5.324,-7.339,-5.033,-4.697,-4.769,-3.228,-2.597,-2.834,-1.769,-4.385,-2.318,-3.976,-3.854,-3.896
"Slovenia, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.592,7.182,7.782,3.161,13.042,11.364,14.122,13.858,4.183,-16.532,10.323,6.69,0.747,2.796,5.83,5.431,6.43,11.071,6.155,4.481,-8.531,14.121,7.437,-1.912,2.336,0.677,4
"Slovenia, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,6.619,3.623,5.625,6.465,13.969,7.337,12.389,17.057,4.09,-18.385,6.952,5.027,-3.175,1.771,3.966,5.273,6.627,10.672,7.087,4.669,-9.117,17.782,9.255,-4.533,4.286,2.963,3.781
"Slovenia, Republic of",Unemployment rate,Annual,6.75,6.75,6.35,6.725,6.325,6.55,6,4.875,4.425,5.9,7.25,8.225,8.9,10.1,9.75,9,8.025,6.575,5.125,4.45,5,4.725,4,3.675,3.675,3.767,3.99
"Slovenia, Republic of","Structural balance, General government, Percent",Annual,-3.182,-3.398,-1.936,-1.843,-1.894,-1.75,-3.064,-3.855,-5.581,-5.122,-5.026,-6.199,-1.964,-7.765,-2.254,-1.102,-0.968,-0.389,-0.086,-0.778,-5.951,-5.891,-3.157,-2.061,-1.989,-2.094,-2.455
"North Macedonia, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,6.608,5.199,1.07,0.856,-0.449,0.524,3.215,2.251,8.332,-0.739,1.508,3.905,3.317,2.785,-0.282,-0.3,-0.239,1.352,1.458,0.766,1.2,3.231,14.205,9.362,3.49,3.9,3
Bosnia and Herzegovina,"Gross debt, General government, Percent of GDP",Annual,34.599,35.128,31.118,27.563,25.487,24.861,20.577,18.169,30.321,36.368,42.205,40.941,43.557,43.755,47.14,46.376,44.874,38.616,34.511,32.782,37.249,35.752,31.219,28.984,29.526,30.648,31.556
"Slovenia, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,8.935,8.38,7.481,5.544,3.593,2.452,2.458,3.657,5.647,0.839,1.801,1.803,2.597,1.769,0.199,-0.526,-0.055,1.429,1.739,1.631,-0.055,1.917,8.834,7.447,1.966,2.478,2.447
"Croatia, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,13.522,9.808,4.846,6.628,7.367,4.6,7.944,4.961,-2.156,-13.785,7.807,2.273,-1.504,2.607,7.269,10.239,7.05,6.948,3.602,6.844,-23.194,32.73,26.997,-2.942,0.888,1.77,3
Advanced Economies,Unemployment rate,Annual,6.11,6.147,6.605,6.809,6.612,6.34,5.888,5.494,5.882,8.097,8.356,8.026,8.082,7.981,7.334,6.725,6.254,5.675,5.128,4.824,6.619,5.622,4.505,4.443,4.583,4.727,4.663
European Union (EU),"Current account balance (credit less debit), Percent of GDP",Annual,-0.622,-0.031,0.507,0.355,0.98,0.41,0.355,-0.07,-0.774,0.44,0.584,0.821,1.802,2.728,2.899,3.07,3.489,3.317,3.182,2.911,2.425,3.272,0.792,2.526,3.193,2.863,2.782
Advanced Economies,"Gross capital formation, Percent of GDP",Annual,24.424,23.272,22.435,22.364,22.834,23.332,23.769,23.704,23.048,19.978,20.816,21.398,21.356,21.266,21.633,21.858,21.707,22.152,22.474,22.658,22.452,22.789,23.409,22.536,22.158,22.059,21.961
"Kosovo, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,18.187,-11.698,-6.293,11.143,5.052,3.65,8.429,9.599,3.438,10.545,15.931,-2.395,-1.765,4.787,-2.691,7.827,5.977,9.93,4.737,-5.454,30.448,5.219,5.202,8.906,10.594,5.619
Romania,Unemployment rate,Annual,7.592,7.392,8.317,7.75,7.983,7.125,7.175,6.342,5.6,8.425,9.025,9.092,8.692,8.992,8.592,8.392,7.2,6.092,5.25,4.892,6.075,5.608,5.625,5.567,5.433,5.9,5.8
Romania,"Gross capital formation, Percent of GDP",Annual,19.67,22.756,22.173,23.195,24.217,22.931,27.467,31.337,33.094,27.203,27.189,27.81,26.722,25.251,25.226,25.496,23.665,23.987,22.885,24.253,24.196,26.284,26.967,25.774,24.3,26.09,31.94
European Union (EU),"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.957,2.253,1.264,1.149,2.757,2.172,3.789,3.337,0.878,-4.182,2.034,2.011,-0.716,-0.024,1.741,2.536,1.97,3.041,2.287,2.042,-5.52,6.436,3.748,0.553,1.147,1.397,1.41
"Poland, Republic of",Unemployment rate,Annual,16.087,18.242,20.235,19.942,19.276,18.052,14.169,9.944,7.466,8.514,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846,3.279,3.163,3.373,2.874,2.82,2.884,2.884,3.127
European Union (EU),"All Items, Consumer price index (CPI), Period average, percent change",Annual,3.619,3.398,2.775,2.384,2.527,2.371,2.349,2.393,3.732,0.786,1.791,2.847,2.616,1.4,0.4,0.106,0.149,1.59,1.864,1.445,0.686,2.89,9.318,6.285,2.555,2.412,2.153
Romania,"Gross debt, General government, Percent of GDP",Annual,29.558,27.409,27.383,24.88,21.329,17.767,12.691,12.431,13.004,22.451,30.164,32.597,36.167,39.262,40.474,39.354,39.548,37.107,36.167,36.533,49.26,51.532,51.721,52.142,57.437,61.207,62.522
"Poland, Republic of","Structural balance, General government, Percent",Annual,-3.891,-4.749,-4.322,-5.682,-5.619,-3.627,-4.942,-2.754,-4.135,-7.036,-6.959,-5.293,-3.48,-3.228,-2.852,-2.207,-1.886,-1.48,-0.856,-1.159,-6.387,-1.474,-3.43,-4.225,-5.912,-6.154,-5.867
"Kosovo, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-3.656,-7.425,-7.827,-8.667,-6.982,-8.043,-7.062,-6.023,-13.03,-10.385,-12.668,-13.334,-6.157,-3.581,-7.089,-8.694,-7.937,-5.265,-7.618,-5.661,-7.002,-8.689,-10.488,-7.499,-8.729,-9.194,-8.28
"Poland, Republic of","Gross debt, General government, Percent of GDP",Annual,36.275,37.037,41.426,46.237,45.012,46.474,47.098,44.428,46.559,49.701,53.748,54.78,54.472,56.859,51.13,51.056,54.129,50.444,48.234,45.211,56.585,53.014,48.787,49.52,55.265,60.018,65.795
Romania,"All Items, Consumer price index (CPI), Period average, percent change",Annual,45.667,34.454,22.498,15.37,11.855,8.995,6.591,4.834,7.846,5.584,6.113,5.795,3.339,4.002,1.076,-0.596,-1.555,1.344,4.631,3.825,2.646,5.046,13.8,10.397,5.584,7.299,6.663
"Kosovo, Republic of","Gross debt, General government, Percent of GDP",Annual,,,,,,,16.251,14.26,10.77,6.897,6.452,5.569,8.559,9.425,11.19,13.424,14.472,16.379,17.137,17.669,22.487,21.581,20.041,17.518,16.838,17.621,18.894
Romania,"Gross national savings, Percent of GDP",Annual,17.074,19.574,19.498,18.518,16.637,14.182,16.963,17.777,21.638,22.559,22.06,23.092,22.081,24.132,24.905,24.848,21.58,20.804,18.28,19.402,19.127,19.093,17.445,19.148,15.938,18.12,25.363
"Poland, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-6.008,-3.107,-2.776,-2.504,-5.955,-3.305,-4.652,-6.689,-6.752,-3.975,-5.152,-5.123,-4.09,-1.973,-2.97,-1.324,-1.072,-1.194,-1.964,-0.276,2.417,-1.297,-2.288,1.773,-0.036,-0.687,-0.804
"Poland, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,15.526,-5.327,2.773,9.331,8.193,6.565,18.096,15.754,9.331,-12.685,14.709,5.379,-0.908,1.761,9.202,5.602,7.735,9.836,7.548,3.221,-2.461,16.31,6.8,-1.493,4.238,3.764,3.642
"Poland, Republic of","Gross capital formation, Percent of GDP",Annual,24.663,20.612,18.544,18.911,20.489,20.107,21.956,25.419,24.756,20.758,20.859,22.345,20.802,19.128,20.827,20.802,20.087,19.908,21.444,20.708,18.839,21.811,22.059,17.668,17.655,18.039,18.704
Romania,"Gross domestic product (GDP), Constant prices, Percent change",Annual,2.921,5.218,5.703,2.341,10.428,4.668,8.029,7.234,9.307,-5.517,-3.906,4.496,1.904,0.279,4.116,3.157,2.86,8.195,6.121,3.923,-3.674,5.546,3.965,2.404,0.814,0.96,1.379
"Kosovo, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,59.682,-38.899,-14.266,100.085,8.289,19.891,24.713,-0.382,20.189,26.13,29.689,0.576,-0.829,6.497,1.951,10.644,21.305,7.028,7.911,-28.515,75.184,17.815,8.631,9.871,7.495,6.396
European Union (EU),"Gross debt, General government, Percent of GDP",Annual,66.638,65.649,65.632,66.898,66.969,67.174,64.898,62.308,65.551,75.569,80.513,82.501,86.607,88.822,89.078,87,85.959,83.318,81.273,79.092,91.306,88.428,83.924,81.908,82.431,83.175,84.458
Bosnia and Herzegovina,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-7.721,6.86,3.735,5.823,6.072,9.864,0.641,-0.101,9.766,-14.343,2.148,3.253,0.452,0.145,7.444,1.781,7.268,7.986,3.479,1.441,-13.281,20.117,6.51,-1.279,2.789,4.872,5.831
European Union (EU),"Gross capital formation, Percent of GDP",Annual,23.435,22.871,21.825,21.729,22.011,22.249,23.318,24.196,23.785,20.403,20.924,21.525,20.091,19.688,20.108,20.529,20.673,21.251,21.874,22.505,22.138,23.084,24.2,22.489,21.525,21.693,21.815
Romania,"Current account balance (credit less debit), Percent of GDP",Annual,-2.596,-3.182,-2.675,-4.677,-7.58,-8.748,-10.504,-13.56,-11.456,-4.643,-5.129,-4.718,-4.641,-1.119,-0.321,-0.648,-2.085,-3.183,-4.605,-4.851,-5.069,-7.192,-9.522,-6.625,-8.362,-7.97,-6.578
"Kosovo, Republic of","Gross capital formation, Percent of GDP",Annual,20.809,24.783,23.986,23.813,25.909,25.835,27.447,27.689,37.282,32.62,33.128,36.057,31.901,29.998,27.847,30.433,33.522,34.694,36.295,34.558,33.406,35.95,35.233,33.945,33.965,33.689,32.598
Romania,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,27.525,23.497,10.671,18.442,24.941,19.743,26.916,41.818,10.894,-21.297,13.291,9.71,-1.873,9.03,8.747,8.512,16.561,11.453,8.894,8.939,-5.382,14.566,9.378,-0.883,3.775,3.06,2.154
"Kosovo, Republic of","Structural balance, General government, Percent",Annual,,1.87,3.55,1.416,-4.433,-2.69,3.255,6.567,-0.552,-0.725,-3.294,-2.611,-3.725,-3.569,-2.29,-1.889,-1.746,-1.586,-3.013,-3.653,-5.889,-1.268,-0.776,-0.804,-0.261,-1.682,-2.144
Angola,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,1.624,-2.578,23.562,-1.931,13.537,28.148,14.255,17.501,10.105,-2.64,-3.266,-5.404,3.838,0.064,-2.115,6.721,-1.971,-1.252,-10.725,-5.927,-7.342,-8.558,3.271,-4.976,2.303,0.637,2.327
Latin America and the Caribbean (LAC),"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,10.643,2.777,2.457,3.034,9.079,7.685,6.018,3.18,-0.007,-9.251,10.624,6.464,3.395,1.673,1.671,3.798,2.338,3.346,3.634,0.579,-9.656,7.685,8.007,-0.405,4.362,4.662,1.981
European Union (EU),"Gross national savings, Percent of GDP",Annual,22.769,22.788,22.385,22.132,22.947,22.638,23.67,24.125,23.005,20.851,21.507,22.361,21.888,22.406,23.001,23.593,24.152,24.563,25.052,25.409,24.559,26.359,24.992,25.015,24.72,24.556,24.597
"Netherlands, The","All Items, Consumer price index (CPI), Period average, percent change",Annual,2.347,5.113,3.854,2.225,1.383,1.492,1.652,1.588,2.213,0.971,0.931,2.471,2.818,2.556,0.321,0.218,0.113,1.294,1.598,2.672,1.106,2.827,11.622,4.118,3.223,2.876,2.449
Belize,"All Items, Consumer price index (CPI), Period average, percent change",Annual,0.614,1.149,2.195,2.621,3.067,3.651,4.24,2.318,6.394,-1.104,0.918,1.656,1.247,0.51,1.201,-0.862,0.661,1.15,0.27,0.186,0.122,3.239,6.274,4.399,3.28,1.401,1.906
Jordan,"All Items, Consumer price index (CPI), Period average, percent change",Annual,0.674,1.768,1.835,1.627,3.365,3.491,6.255,4.744,13.972,-0.742,4.848,4.16,4.515,4.828,2.896,-0.878,-0.777,3.325,4.463,0.758,0.334,1.347,4.229,2.084,1.556,2.193,2.585
Portugal,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-4.161,4.063,9.902,17.399,6.035,-5.337,11.063,13.625,-0.032,-14.695,-1.893,9.105,-2.79,12.304,5.784,6.382,4.049,8.033,4.244,4.053,-18.545,11.908,17.164,3.982,3.417,1.905,2.039
Bhutan,"Gross national savings, Percent of GDP",Annual,39.241,53.44,41.912,36.703,35.817,34.765,43.194,52.961,35.359,41.388,36.324,30.739,49.126,43.144,35.053,30.956,27.409,33.286,36.669,30.692,27.887,30.731,20.845,13.276,21.13,40.34,36.072
Sri Lanka,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,12.971,4.971,-11.833,9.876,20.171,-4.141,7.62,-1.846,8.837,-27.574,16.52,35.261,-18.903,1.66,12.361,19.202,8.372,2.232,-1.434,-7.422,-19.853,-6.011,-22.919,6.815,17.154,,
Angola,"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.055,4.206,13.666,3.49,11.42,14.15,11.84,13,10.79,2,5.29,3.59,8.5,4.88,4.66,0.76,-1.7,-0.14,-0.59,-0.2,-4.04,2.1,4.22,1.263,4.424,2.09,2.078
