COUNTRY,INDICATOR,FREQUENCY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Denmark,"Gross capital formation, Percent of GDP",Annual,22.294,21.749,21.257,20.886,21.646,22.171,24.263,25.231,24.036,19.033,17.822,18.987,19.227,19.352,20.148,20.544,21.681,21.957,22.532,21.886,22.763,23.959,24.777,23.645,23.207,22.032,22.613
Denmark,"Gross national savings, Percent of GDP",Annual,24.285,25.393,24.254,24.811,25.681,26.224,27.443,26.523,26.901,22.619,24.237,25.333,25.291,26.72,28.55,28.5,28.768,29.28,28.84,29.332,29.989,32.507,35.94,34.65,35.4,34.267,34.274
Denmark,"All Items, Consumer price index (CPI), Period average, percent change",Annual,2.751,2.269,2.397,1.961,0.937,1.726,1.844,1.657,3.638,1.042,2.198,2.656,2.354,0.522,0.352,0.226,0.017,1.058,0.709,0.729,0.333,1.944,8.534,3.353,1.268,1.925,2.055
Germany,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,11.066,1.049,-3.091,4.898,5.933,6.267,11.016,6.26,1.191,-10.1,12.231,6.818,0.046,1.904,3.407,4.86,3.641,4.631,5.167,3.486,-8.79,9.207,7.707,-1.036,-0.413,3.124,0.442
Germany,"Gross national savings, Percent of GDP",Annual,22.44,22.591,22.106,21.076,23.536,23.387,25.708,27.459,26.488,23.812,25.275,27.559,26.663,26.499,27.375,27.599,28.621,28.753,30.072,29.254,28.047,29.582,27.087,27.512,27.131,26.69,25.808
France,"All Items, Consumer price index (CPI), Period average, percent change",Annual,1.815,1.784,1.937,2.172,2.335,1.888,1.892,1.605,3.161,0.102,1.738,2.287,2.217,0.989,0.611,0.089,0.307,1.166,2.099,1.298,0.527,2.066,5.904,5.663,2.317,1.143,1.526
Denmark,"Gross debt, General government, Percent of GDP",Annual,53.553,50.096,50.32,48.162,46.215,39.36,33.191,29.483,35.539,43.049,46.123,49.986,48.711,47.77,48.712,44.55,41.692,40.153,38.539,38.335,46.278,40.713,34.233,33.791,31.453,29.629,29.112
France,"Current account balance (credit less debit), Percent of GDP",Annual,1.1,1.582,1.151,0.839,0.535,0.104,0.253,-0.102,-0.694,-0.549,-0.628,-0.857,-2.131,-0.609,-0.912,-0.325,-0.528,-0.546,-0.697,0.597,-2.05,0.277,-1.416,-1.039,0.091,-0.076,-0.169
Germany,"Gross debt, General government, Percent of GDP",Annual,59.239,58.062,59.823,63.344,64.965,67.12,66.397,63.687,65.17,72.362,81.034,78.484,79.835,77.457,74.538,71.184,68.301,63.988,60.758,58.682,68.037,67.991,64.442,62.382,63.465,64.421,66
Denmark,"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.72,0.954,0.454,0.441,2.778,2.357,3.82,0.987,-0.417,-4.978,1.584,1.313,-0.005,1.393,1.278,2.101,3.076,3.056,1.859,1.713,-1.781,6.499,0.444,0.607,3.479,1.84,2.205
France,"Gross national savings, Percent of GDP",Annual,22.961,23.098,21.855,21.491,21.9,22.015,22.939,23.467,22.77,20.167,20.709,21.642,19.698,20.911,20.923,21.392,21.07,21.635,21.914,23.623,20.751,23.724,22.604,21.919,21.611,21.626,21.132
Sweden,"Gross debt, General government, Percent of GDP",Annual,50.439,51.986,49.84,49.445,48.666,48.898,43.84,39.199,37.952,41.193,38.593,37.67,37.993,40.777,45.686,44.465,42.883,41.629,39.93,35.78,40.204,37.005,33.911,31.814,32.989,34.163,35.575
"Netherlands, The","Gross national savings, Percent of GDP",Annual,24.196,24.873,23.287,25.565,27.321,26.698,28.867,28.51,26.151,23.917,26.488,26.99,26.097,26.296,26.303,26.978,26.96,28.267,29.329,28.555,27.044,32.441,29.642,29.503,28.812,29.404,29.323
Norway,"Gross debt, General government, Percent of GDP",Annual,28.668,27.233,33.945,43.078,43.829,42.327,52.587,49.515,47.545,42.544,42.952,29.611,30.89,31.395,29.609,34.27,37.874,38.192,39.349,40.485,46.026,41.573,36.057,44.13,42.719,42.72,42.523
Norway,"All Items, Consumer price index (CPI), Period average, percent change",Annual,3.086,3.004,1.287,2.488,0.454,1.532,2.329,0.713,3.754,2.197,2.419,1.285,0.697,2.12,2.042,2.171,3.55,1.875,2.765,2.168,1.287,3.484,5.764,5.518,3.145,2.4,2.4
Norway,Unemployment rate,Annual,3.426,3.546,3.889,4.494,4.471,4.616,3.444,2.539,2.747,3.266,3.794,3.364,3.294,3.773,3.617,4.531,4.74,4.216,3.854,3.728,4.595,4.41,3.252,3.595,4.013,4.3,4.2
"San Marino, Republic of",Unemployment rate,Annual,,3.54,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.95,8.079,8.739,9.183,8.597,8.095,8.009,7.663,7.342,6.442,5.142,4.22,4.413,4.443,4.473
Italy,"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.882,2.006,0.27,0.067,1.474,0.762,1.799,1.462,-1.023,-5.305,1.529,0.695,-3.125,-1.818,-0.001,0.886,1.236,1.604,0.827,0.429,-8.868,8.931,4.821,0.715,0.726,0.546,0.759
"Netherlands, The","Structural balance, General government, Percent",Annual,-0.752,-2.134,-2.629,-2.448,-1.07,-0.009,-0.703,-2.623,-3.159,-4.791,-5.223,-4.858,-2.88,-1.182,-0.709,-0.817,0.67,1.087,0.781,0.715,1.969,1.184,-0.106,-0.217,-1.173,-2.273,-2.096
Luxembourg,"All Items, Consumer price index (CPI), Period average, percent change",Annual,3.782,2.404,2.056,2.528,3.244,3.761,2.962,2.655,4.092,0.007,2.795,3.728,2.888,1.699,0.694,0.059,0.043,2.113,2.018,1.65,0.008,3.474,8.149,2.927,2.252,2.258,2.159
Luxembourg,"Current account balance (credit less debit), Percent of GDP",Annual,12.654,8.275,7.609,7.145,7.074,6.938,6.642,6.549,6.129,5.785,5.778,5.64,4.991,3.935,4.095,5.604,7.401,6.443,8.313,8.528,4.918,6.416,6.459,5.511,6.853,12.163,12.447
Italy,"Gross debt, General government, Percent of GDP",Annual,108.743,108.513,105.947,105.141,104.742,106.177,106.257,103.463,105.802,116.139,118.756,119.127,125.899,131.852,134.795,134.788,134.24,133.741,134.198,133.898,154.379,145.812,138.345,134.637,135.326,136.837,138.304
Italy,"All Items, Consumer price index (CPI), Period average, percent change",Annual,2.58,2.324,2.612,2.813,2.257,2.207,2.229,2.025,3.492,0.765,1.62,2.935,3.315,1.245,0.234,0.108,-0.05,1.326,1.243,0.634,-0.145,1.941,8.736,5.903,1.089,1.657,2.014
Luxembourg,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,17.131,6.417,-0.098,2.783,9.232,5.976,12.923,5.128,-0.327,-7.243,10.156,4.388,1.619,6.316,6.516,5.139,5.309,-0.227,3.528,6.038,1.902,11.342,1.47,0.553,-12.179,0.438,2.158
Luxembourg,"Structural balance, General government, Percent",Annual,4.685,5.315,2.039,0.818,-0.976,0.746,1.926,2.693,2.571,0.84,-0.149,0.949,0.892,0.876,1.353,2.413,1.855,1.312,2.191,1.652,2.58,2.01,1.855,1.388,0.351,-1.486,-1.98
Luxembourg,"Gross national savings, Percent of GDP",Annual,35.213,30.487,28.036,28.455,28.379,28.449,25.646,26.062,26.708,21.968,23.861,24.909,23.743,22.081,23.189,24.562,25.333,25.333,25.308,27.182,22.847,25.104,23.492,21.937,22.696,27.011,26.865
Italy,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.041,2.667,-2.845,-1.236,6.154,3.239,8.184,6.228,-3.279,-17.831,11.552,4.933,1.833,0.248,2.54,3.986,2.338,5.368,2.13,1.226,-13.709,14.085,9.872,0.206,0.359,-1.805,1.318
Italy,"Current account balance (credit less debit), Percent of GDP",Annual,-0.272,0.154,-0.496,-0.785,-0.48,-0.88,-1.469,-1.362,-2.723,-1.822,-3.223,-2.742,-0.201,1.03,1.754,1.243,2.461,2.439,2.501,3.157,3.761,2.1,-1.725,0.138,1.13,0.97,0.951
Italy,"Gross capital formation, Percent of GDP",Annual,21.324,21.305,22.052,21.58,21.642,21.526,22.36,22.62,22.039,19.702,20.797,20.677,17.97,17.006,17.077,17.281,17.712,18.169,18.661,18.364,17.899,22.001,24.598,22.927,22.353,22.745,23.771
"Netherlands, The","Current account balance (credit less debit), Percent of GDP",Annual,1.737,2.269,2.322,5.134,7.632,6.631,8.14,5.314,3.937,3.34,6.451,7.078,7.515,7.935,8.596,4.808,7.183,8.052,8.848,6.797,5.692,10.247,6.778,9.423,9.146,9.531,9.282
Luxembourg,"Gross debt, General government, Percent of GDP",Annual,7.494,7.623,7.448,7.435,7.83,7.95,8.205,8.092,14.627,15.285,19.09,18.503,20.849,22.407,21.863,21.133,19.598,21.802,20.87,22.339,24.533,24.185,24.902,24.682,26.288,27.121,28.058
Luxembourg,Unemployment rate,Annual,2.4,2.217,2.5,3.292,3.692,4.083,4.233,4.183,4.142,5.483,5.817,5.658,6.099,6.83,7.092,6.648,6.263,5.843,5.11,5.407,6.359,5.739,4.809,5.232,5.754,6.128,6.237
"San Marino, Republic of","Gross capital formation, Percent of GDP",Annual,55.535,60.319,65.184,64.851,61.659,61.334,58.625,23.818,25.516,18.791,19.613,15.458,18.639,19.615,16.102,12.086,15.769,19.119,20.609,24.024,18.051,22.235,23.026,16.583,17.054,16.747,16.632
Italy,Unemployment rate,Annual,10.1,9.1,8.608,8.45,8.025,7.767,6.867,6.2,6.783,7.875,8.5,8.575,10.892,12.367,12.783,12.017,11.717,11.3,10.6,9.908,9.367,9.525,8.117,7.683,6.567,6.652,6.716
Luxembourg,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,15.012,6.83,-1.489,3.643,9.095,6.148,11.492,2.564,2.181,-9.074,14.253,6.746,1.76,6.229,8.236,5.708,3.752,0.754,3.457,7.446,1.449,13.394,2.405,0.902,-13.602,0.973,2.501
Italy,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,10.897,2.375,0.628,0.745,4.5,3.507,8.09,5.351,-4.115,-13.384,11.983,0.153,-8.161,-2.695,3.614,6.324,3.926,5.817,2.963,-1.125,-12.481,15.952,12.881,-1.582,-0.722,-1.635,1.947
"San Marino, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.103,-0.39,-10.158,-5.853,-8.56,-7.249,-0.814,-0.66,2.717,2.314,0.267,1.482,2.023,-6.829,14.5,7.788,0.402,0.696,1,1.3
Luxembourg,"Gross capital formation, Percent of GDP",Annual,22.559,22.211,20.428,21.31,21.306,21.51,19.004,19.513,20.58,16.183,18.083,19.269,18.752,18.145,19.094,18.958,17.932,18.89,16.995,18.653,17.93,18.688,17.033,16.426,15.843,14.848,14.418
Italy,"Structural balance, General government, Percent",Annual,-3.001,-3.331,-3.207,-3.587,-3.635,-3.559,-2.871,-1.718,-2.562,-3.005,-2.669,-3.026,-0.721,0.264,-0.267,0.02,-0.831,-1.344,-1.33,-0.5,-3.092,-7.819,-8.72,-7.652,-3.482,-3.099,-2.666
"San Marino, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,,,,1.337,1.429,1.687,2.095,2.475,4.096,2.417,2.413,2.179,2.827,1.604,1.113,0.146,0.644,1.014,1.163,0.473,-0.133,1.616,5.325,5.93,1.244,2.039,1.953
"San Marino, Republic of","Gross debt, General government, Percent of GDP",Annual,,11.557,17.211,16.062,16.914,14.478,14.154,12.628,15.489,20.066,19.964,16.621,17.242,23.16,21.01,19.307,21.385,56.585,56.672,56.214,69.789,77.189,70.555,68.336,63.942,62.721,61.809
"Liechtenstein, Principality of",Unemployment rate,Annual,2.381,2.445,2.65,3.389,3.471,3.742,3.221,3.224,2.607,3.342,3.447,3.487,3.342,3.578,3.958,3.766,3.232,2.395,2.623,2.492,2.986,2.898,2.487,2.83,2.719,2.719,2.719
Sweden,Unemployment rate,Annual,6.342,5.967,6.083,6.692,7.517,7.908,7.167,6.242,6.275,8.417,8.7,7.875,8.067,8.108,8.042,7.517,7.058,6.783,6.433,6.908,8.483,8.892,7.483,7.667,8.35,8.992,8.425
Norway,"Gross national savings, Percent of GDP",Annual,36.449,36.322,32.76,31.594,34.153,38.87,40.538,39.641,41.92,35.61,36.624,38.673,39.405,38.55,39.033,35.913,32.945,33.866,36.681,33.403,32.455,39.973,50.809,41.634,40.836,40.077,39.83
Switzerland,"Current account balance (credit less debit), Percent of GDP",Annual,11.309,7.16,7.302,11.247,12.561,11.349,12.76,8.831,1.636,6.108,13.718,6.923,9.425,10.302,7.531,9.183,7.221,5.318,6.128,4.103,0.563,7.668,9.278,5.851,7.718,6.997,7.009
Sweden,"All Items, Consumer price index (CPI), Period average, percent change",Annual,1.295,2.681,1.936,2.318,1.019,0.835,1.5,1.679,3.347,1.938,1.9,1.36,0.937,0.442,0.209,0.703,1.14,1.867,2.035,1.722,0.661,2.652,8.057,5.909,2.004,2.306,1.6
Norway,"Gross capital formation, Percent of GDP",Annual,21.811,20.543,20.322,19.42,21.502,22.415,23.923,27.063,25.77,24.281,24.974,25.433,25.861,27.318,27.199,26.908,27.713,27.541,27.717,29.6,31.347,25.085,21.168,24.241,24.12,23.888,23.969
Norway,"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.319,2.067,1.378,0.945,4.015,2.685,2.461,2.914,0.482,-1.94,0.787,1.106,2.718,1.016,2.048,1.857,1.165,2.464,0.829,1.124,-1.278,3.909,3.246,0.072,2.097,1.181,1.615
"Netherlands, The","Gross capital formation, Percent of GDP",Annual,22.459,22.604,20.966,20.431,20.235,20.391,20.935,23.229,22.206,20.577,20.037,19.912,18.583,18.361,17.707,22.17,19.776,20.215,20.48,21.758,21.352,22.194,22.863,20.081,19.665,19.873,20.041
"Netherlands, The",Unemployment rate,Annual,3.66,3.137,3.665,5.921,6.773,6.961,6.079,5.295,4.77,5.422,6.082,6.05,6.823,8.204,8.338,7.887,7.005,5.873,4.881,4.436,4.851,4.226,3.537,3.553,3.659,3.839,4.014
Norway,"Current account balance (credit less debit), Percent of GDP",Annual,14.631,15.771,12.43,12.166,12.644,16.447,16.609,12.566,16.137,11.314,11.636,13.227,13.533,11.222,11.823,8.994,5.219,6.313,8.954,3.792,1.103,14.885,29.631,17.38,16.701,16.189,15.861
Sweden,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.715,1.621,0.216,3.37,12.079,7.038,9.253,5.831,1.437,-15.414,11.153,8.608,0.774,0.947,3.812,5.72,3.215,2.659,4,6.985,-5.866,11.696,6.12,2.58,2.13,0.816,1.229
Norway,"Structural balance, General government, Percent",Annual,-0.906,-0.966,-1.915,-2.035,-2.203,-2.181,-1.965,-1.911,-2.088,-3.567,-3.729,-3.282,-3.788,-4.103,-4.76,-5.541,-6.557,-6.582,-5.798,-6.485,-10.18,-7.92,-5.745,-7.029,-7.983,-10.083,-10.239
Sweden,"Structural balance, General government, Percent",Annual,-1.429,1.502,-0.878,-0.169,-0.393,1.796,1.552,2.416,1.764,1.482,0.9,0.077,-0.379,-0.639,-0.862,-0.752,0.421,0.98,0.517,0.322,-2.532,-0.992,0.613,-0.183,-0.66,-0.589,-1.3
Sweden,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.631,1.361,2.278,1.881,4.18,2.793,4.676,3.225,-0.923,-4.256,5.751,3.164,-0.414,1.138,2.296,4.388,2.131,1.883,1.77,2.608,-1.934,5.226,1.255,-0.204,0.82,0.75,1.932
Norway,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,3.904,4.581,-0.582,-0.333,1.157,0.558,-0.571,0.779,1.108,-4.333,0.341,-0.514,2.056,-1.651,3.834,3.926,0.388,1.595,-1.537,2.116,-2.329,6.091,5.25,0.44,5.239,1.459,1.165
Sweden,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,13.009,-2.055,-1.756,4.087,7.307,8.437,8.179,9.841,2.917,-14.122,12.121,7.472,0.141,2.599,7.151,5.848,5.15,4.226,4.055,2.229,-6.156,13.113,9.79,-0.608,2.057,0.602,1.629
"Netherlands, The","Gross debt, General government, Percent of GDP",Annual,52.155,49.414,48.693,49.804,50.095,49.58,44.96,42.741,54.352,56.29,58.897,61.167,65.69,67.161,67.166,63.799,60.883,55.986,51.576,47.657,53.416,50.501,48.414,45.921,43.795,44.037,45.199
"Netherlands, The","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,11.168,2.722,0.42,2.066,6.301,5.446,7.492,7.935,-0.766,-7.578,8.378,4.733,2.932,3.079,4.034,15.946,-2.377,7.616,5.557,3.959,-4.103,6.676,4.354,-3.75,0.126,2.172,2.227
Sweden,"Current account balance (credit less debit), Percent of GDP",Annual,3.815,4.599,4.352,5.801,5.934,5.951,8.08,8.07,7.754,5.926,5.876,5.466,5.496,4.702,3.472,2.72,2.047,2.173,2.112,5.186,5.604,6.198,3.975,5.813,5.93,5.838,5.736
Switzerland,"Structural balance, General government, Percent",Annual,-0.284,-0.298,-1.701,-0.761,-0.93,-0.31,0.736,1.085,1.247,1.054,0.416,0.654,0.344,-0.368,-0.244,0.531,0.222,1.126,1.049,1.198,-2.345,-0.152,1.039,0.105,0.619,0.337,0.256
"Netherlands, The","Gross domestic product (GDP), Constant prices, Percent change",Annual,4.228,2.328,0.246,0.098,2.013,2.029,3.539,3.882,2.127,-3.67,1.317,1.777,-0.977,-0.032,1.612,2.121,2.425,2.783,2.26,2.3,-3.877,6.278,5.007,-0.601,1.08,1.433,1.222
"Netherlands, The","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.001,1.591,0.505,1.775,8.13,5.731,7.219,5.431,1.79,-8.662,9.68,5.732,3.72,3.104,5.264,8.541,1.895,6.905,4.93,2.746,-3.771,6.957,4.415,-2.883,-0.141,1.815,1.95
Sweden,"Gross capital formation, Percent of GDP",Annual,22.231,22.304,21.605,21.246,21.163,21.277,22.455,24.078,23.961,20.46,22.422,23.237,21.994,21.899,22.864,23.791,24.349,25.092,25.336,24.477,24.421,25.272,26.922,25.263,25.357,25.19,25.14
Norway,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,2.805,1.975,0.54,0.827,9.148,7.909,8.827,9.729,4.479,-10.24,7.984,3.936,2.935,5.043,2.179,1.883,1.932,1.841,1.39,5.336,-9.855,1.823,13.259,-1.526,4.262,1.052,1.278
Sweden,"Gross national savings, Percent of GDP",Annual,26.046,26.903,25.957,27.047,27.097,27.229,30.535,32.148,31.715,26.387,28.298,28.703,27.49,26.601,26.336,26.511,26.396,27.265,27.448,29.663,30.024,31.47,30.897,31.076,31.286,31.028,30.876
Finland,"Gross capital formation, Percent of GDP",Annual,23.825,23.134,22.016,22.188,22.831,24.561,23.963,25.518,25.214,21.437,22.572,24.302,23.593,22.624,22.142,21.878,23.553,24.28,25.692,24.54,24.953,24.764,27.262,22.935,22.256,22.715,23.329
Japan,"Gross capital formation, Percent of GDP",Annual,28.417,27.755,25.899,25.661,25.638,26.052,26.078,25.769,25.87,22.603,22.59,23.541,24.005,24.418,25.036,25.165,24.836,25.215,25.642,25.79,25.224,25.825,26.789,26.122,26.118,26.492,26.509
"Liechtenstein, Principality of","Gross domestic product (GDP), Constant prices, Percent change",Annual,,-0.758,-0.585,-2.654,3.763,5.262,7.912,7.852,-2.083,-11.769,5.042,-4.072,-0.103,5.519,3.584,0.204,2.41,6.384,3.462,-2.167,-5.33,18.661,-5.464,4.751,1.5,1,1.5
Switzerland,"Gross debt, General government, Percent of GDP",Annual,52.229,51.079,57.696,56.874,57.803,54.885,48.467,44.753,44.816,43.09,41.457,41.883,42.57,41.945,42.069,42.16,40.934,41.753,39.785,39.636,43.2,40.981,37.192,38.682,37.521,36.878,36.129
Japan,"Current account balance (credit less debit), Percent of GDP",Annual,2.628,1.97,2.609,3.085,3.721,3.521,3.792,4.633,2.792,2.745,3.838,2.084,0.951,0.882,0.751,3.07,3.953,4.128,3.528,3.446,2.967,3.894,2.109,3.707,4.818,3.901,3.63
"Liechtenstein, Principality of","All Items, Consumer price index (CPI), Period average, percent change",Annual,,0.991,0.641,0.636,0.801,1.173,1.064,0.735,2.428,-0.48,0.688,0.228,-0.693,-0.216,-0.012,-1.142,-0.434,0.535,0.935,0.363,-0.724,0.583,2.834,2.135,1.06,0.148,0.558
Canada,"Gross national savings, Percent of GDP",Annual,23.161,21.885,21.471,21.699,23.729,24.561,25.038,24.732,24.221,19.05,19.918,21.438,21.337,21.766,22.551,20.326,19.673,20.748,21,21.089,20.658,24.286,25.015,23.268,22.742,21.795,21.895
Canada,"Gross domestic product (GDP), Constant prices, Percent change",Annual,5.139,1.875,2.999,1.806,3.092,3.21,2.638,2.05,0.995,-2.915,3.091,3.137,1.756,2.326,2.873,0.65,1.039,3.034,2.743,1.908,-5.038,5.951,4.189,1.529,1.555,1.153,1.541
Canada,"Gross capital formation, Percent of GDP",Annual,20.614,19.671,19.739,20.467,21.383,22.632,23.595,23.908,24.072,21.959,23.482,24.151,24.868,24.908,24.871,23.822,22.761,23.55,23.377,23.042,22.675,24.305,25.319,23.895,23.2,23.208,23.198
Canada,"Current account balance (credit less debit), Percent of GDP",Annual,2.55,2.213,1.735,1.231,2.345,1.927,1.445,0.823,0.147,-2.909,-3.562,-2.712,-3.534,-3.141,-2.32,-3.495,-3.088,-2.803,-2.377,-1.953,-2.017,-0.019,-0.304,-0.627,-0.458,-1.414,-1.303
Canada,"Structural balance, General government, Percent",Annual,1.359,0.123,-0.465,0.169,0.784,1.101,1.04,0.841,-0.522,-2.042,-3.699,-3.069,-2.285,-1.495,-0.558,0.019,0.05,-0.314,0.046,-0.23,-8.22,-2.017,0.038,0.004,-0.776,-1.554,-1.865
Canada,"All Items, Consumer price index (CPI), Period average, percent change",Annual,2.719,2.525,2.258,2.759,1.857,2.214,2.002,2.138,2.37,0.299,1.777,2.912,1.516,0.938,1.907,1.125,1.429,1.597,2.268,1.949,0.717,3.395,6.779,3.885,2.398,1.963,2.03
Canada,"Gross debt, General government, Percent of GDP",Annual,80.437,81.462,79.604,75.912,71.889,70.64,69.92,67.181,70.355,81.804,83.976,84.286,87.151,87.605,85.541,92.029,92.397,90.942,90.776,90.21,118.066,112.617,104.207,107.711,111.302,113.937,112.951
Canada,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,8.965,-2.694,1.2,-1.692,5.559,2.281,0.887,1.084,-4.554,-12.95,6.676,4.797,2.764,2.453,6.319,3.399,1.525,1.491,3.589,2.275,-8.992,3.308,4.207,4.922,0.558,-2.601,0.955
Switzerland,"Gross national savings, Percent of GDP",Annual,38.486,34.838,33.537,37.222,37.197,38.526,40.645,35.574,29.006,34.469,39.745,35.4,36.002,35.44,33.068,34.292,32.807,31.313,31.786,30.494,30.199,34.08,34.105,31.784,34.605,32.655,33.112
"Liechtenstein, Principality of","Current account balance (credit less debit), Percent of GDP",Annual,,,,,,,,,,,,,,,6.722,4.924,29.105,31.063,24.003,16.05,17.668,17.002,14.329,15.515,14.645,13.239,12.872
Canada,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,8.542,-4.906,1.913,4.218,8.521,7.34,5.316,5.784,0.913,-12.412,13.784,5.592,3.678,2.081,2.517,0.76,0.052,4.781,3.508,-0.121,-9.395,8.322,7.54,0.361,0.727,-0.047,1.219
"Liechtenstein, Principality of","Gross debt, General government, Percent of GDP",Annual,,,,,,,,,,,,0.373,0.54,0.42,0.505,0.486,0.438,0.557,0.49,0.578,0.529,0.454,0.515,0.47,0.485,0.5,0.49
Canada,Unemployment rate,Annual,6.833,7.225,7.683,7.592,7.15,6.75,6.45,6.158,6.308,8.475,8.158,7.625,7.442,7.208,7.058,7,7.05,6.417,5.833,5.683,9.742,7.483,5.25,5.383,6.375,6.855,6.6
Switzerland,Unemployment rate,Annual,1.824,1.703,2.546,3.691,3.879,3.763,3.332,2.766,2.577,3.701,3.516,2.843,2.905,3.158,3.044,3.178,3.323,3.088,2.547,2.306,3.17,2.993,2.166,1.983,2.386,2.869,3.07
Switzerland,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.575,0.087,-1.758,-1.155,9.386,6.747,6.687,11.224,3.967,-8.622,12.228,4.097,1.032,13.727,-4.837,3.812,6.018,-0.147,3.345,-0.673,-5.65,13.574,6.398,0.795,-0.1,3.339,3.527
